account_handle,tweet_count,retweet_count,original_count,quote_count,retweet_ratio,first_retweeter_count,unique_retweeted_tweet_count,unique_retweeted_author_count,retweets_to_member_count,retweets_to_member_ratio,top_amplified_count,top_amplified_share,hashtag_count,mention_count,followers_count,friends_count,statuses_count,account_age_days,default_profile,default_profile_image,is_blue_verified,network_component_size,network_neighbor_count,network_weighted_degree,network_within_15m_weight,network_within_60m_weight,network_max_shared_edge,cohort_count,cohort_max_size,cohort_max_cascade_count,role_retail_user,role_amplifier_suspect,role_media_business,role_journalist_public_figure,role_source_hub,first_retweeter_ratio,propagation_lead_count,coordination_score,analyst_label
nikglykos,7,4,3,1,0.5714,2,4,4,0,0.0,1,0.25,1,2,7947,6409,242818,5345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0005,2,25.0,
aprosarmostos_,4,2,2,4,0.5,2,2,2,0,0.0,1,0.5,0,0,4346,3294,62042,3688,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005,2,25.0,
2PAzkjh6oFRW77D,6,2,4,5,0.3333,0,2,2,1,0.5,1,0.5,1,0,4599,2287,116390,2363,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,24.17,
AleaJactaEst101,3,1,2,2,0.3333,1,1,1,0,0.0,1,1.0,1,0,5905,1728,46212,3138,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,1,22.92,
Athanasiosfara1,3,1,2,2,0.3333,1,1,1,0,0.0,1,1.0,0,0,2870,1826,191915,3748,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,1,22.92,
NodarasSpiros,39,9,30,29,0.2308,6,9,7,3,0.3333,2,0.2222,5,4,8706,2446,191295,4985,1,0,0,135,7,16,2,8,3,1,41,4,0,0,0,0,1,0.0016,6,22.8,
SuperAnthonyA,3,1,2,0,0.3333,0,1,1,0,0.0,1,1.0,1,0,872,1286,26520,5643,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,21.67,
packad__,3,1,2,2,0.3333,0,1,1,0,0.0,1,1.0,1,2,166,608,8139,2357,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,21.67,
Christodoulakos,5,2,3,1,0.4,1,2,2,0,0.0,1,0.5,3,0,3096,2709,24447,5472,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,1,20.25,
MAVROJOHN,8,3,5,0,0.375,3,3,3,0,0.0,1,0.3333,0,0,261,381,6463,5180,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0008,3,20.21,
failosK,4,1,3,0,0.25,0,1,1,0,0.0,1,1.0,0,1,47600,2218,56947,5128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,18.75,
Dv500x,5,1,4,4,0.2,1,1,1,0,0.0,1,1.0,0,0,588,323,17915,1804,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0003,1,18.25,
steliostso,7,2,5,1,0.2857,2,2,2,0,0.0,1,0.5,0,1,6034,5850,66835,5721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0005,2,17.5,
HRessed,6,2,4,5,0.3333,0,2,2,0,0.0,1,0.5,2,0,438,442,6093,187,1,0,0,135,2,4,0,0,2,0,0,0,1,0,0,0,0,0.0,0,16.67,
Jan__Sobieski,56,9,47,42,0.1607,6,9,7,0,0.0,3,0.3333,2,7,1165,818,36842,2143,1,0,0,135,1,2,0,0,2,0,0,0,0,0,0,0,1,0.0016,6,16.46,
agnwstos_x_,10,1,9,1,0.1,1,1,1,0,0.0,1,1.0,12,0,4262,1619,45989,4419,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0003,1,14.75,
trescommeilfaut,11,1,10,0,0.0909,1,1,1,0,0.0,1,1.0,0,0,1739,849,12027,3075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0003,1,14.43,
Greekprn,9,2,7,0,0.2222,1,2,2,0,0.0,1,0.5,6,0,6060,3862,157946,5327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0003,1,14.03,
DvsDvs60195368,61,1,60,19,0.0164,1,1,1,0,0.0,1,1.0,1,0,3491,3437,63036,1199,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0003,1,11.82,
ellada24,33,0,33,0,0.0,0,0,0,0,0.0,0,0.0,1,0,29885,1449,89661,1754,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0,
BeardedChad1995,14,0,14,14,0.0,0,0,0,0,0.0,0,0.0,0,2,86,72,839,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0,
DIOND97782043,12,0,12,0,0.0,0,0,0,0,0.0,0,0.0,0,0,137,99,5305,1265,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0,
Wwwwww42362442,8,0,8,6,0.0,0,0,0,0,0.0,0,0.0,1,0,1992,3168,28255,3128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0,
el39984,8,0,8,0,0.0,0,0,0,0,0.0,0,0.0,0,0,664,222,7860,263,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0,
MoudilosV,7,0,7,3,0.0,0,0,0,0,0.0,0,0.0,6,0,1887,1740,24763,6070,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0,
hellasspecial,7,0,7,0,0.0,0,0,0,0,0.0,0,0.0,0,0,15926,9914,147860,3757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0,
olofwti_agapi,7,0,7,1,0.0,0,0,0,0,0.0,0,0.0,7,0,347,135,5643,1243,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0,
gospodinmedvedd,6,0,6,4,0.0,0,0,0,0,0.0,0,0.0,1,1,346,370,4906,993,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0,
omadaalithias,6,0,6,0,0.0,0,0,0,0,0.0,0,0.0,0,0,111055,581,15879,4963,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0,
AstyMpekas,5,0,5,4,0.0,0,0,0,0,0.0,0,0.0,1,3,311,153,7032,560,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0,
John_Fletcher70,5,0,5,4,0.0,0,0,0,0,0.0,0,0.0,0,2,4259,956,118583,4668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0,
ObserverGr71726,5,0,5,0,0.0,0,0,0,0,0.0,0,0.0,5,0,467,357,16544,1065,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0,
AlexGavriilidis,4,0,4,1,0.0,0,0,0,0,0.0,0,0.0,0,0,4859,525,43478,3175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0,
Apstolos14616,3,0,3,1,0.0,0,0,0,0,0.0,0,0.0,0,0,152,170,2269,87,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0,
FotisMagnisia,3,0,3,2,0.0,0,0,0,0,0.0,0,0.0,0,0,2024,1216,55393,5474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0,
GeorghyZhukov,3,0,3,1,0.0,0,0,0,0,0.0,0,0.0,0,0,37864,1307,52941,6189,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0,
__darcelX__,3,0,3,1,0.0,0,0,0,0,0.0,0,0.0,0,0,9156,346,20827,1691,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0,
daenerys777777,3,0,3,1,0.0,0,0,0,0,0.0,0,0.0,0,0,722,577,8482,451,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0,
melambus,3,0,3,2,0.0,0,0,0,0,0.0,0,0.0,0,0,1480,2275,32136,2226,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0,
n_palaiopanou,3,0,3,1,0.0,0,0,0,0,0.0,0,0.0,0,3,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0,
tasS_O_S,3,0,3,3,0.0,0,0,0,0,0.0,0,0.0,0,0,8296,1865,127026,5361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0,
AChamouza,2,0,2,2,0.0,0,0,0,0,0.0,0,0.0,0,2,224,359,2954,1138,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0.0,
BaboonTje,2,0,2,0,0.0,0,0,0,0,0.0,0,0.0,0,0,333,419,20776,2240,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0.0,
Rinokeros2023,2,0,2,0,0.0,0,0,0,0,0.0,0,0.0,2,0,28,114,2999,1166,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0.0,
Sunflower19731,2,0,2,1,0.0,0,0,0,0,0.0,0,0.0,1,0,205,235,2410,2635,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0.0,
Tiramolas_,2,0,2,0,0.0,0,0,0,0,0.0,0,0.0,2,2,125,251,1054,85,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0.0,
artz1b00rtz1,2,0,2,2,0.0,0,0,0,0,0.0,0,0.0,0,0,593,875,15372,1198,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0.0,
AnnaMaria_1538,1,0,1,0,0.0,0,0,0,0,0.0,0,0.0,0,0,3232,2433,3323,1327,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0.0,
Captain_Sparos,1,0,1,0,0.0,0,0,0,0,0.0,0,0.0,1,0,589,690,13747,5894,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0.0,
DoctorStrangeGr,1,0,1,1,0.0,0,0,0,0,0.0,0,0.0,0,0,2597,494,16539,1415,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,
Drifter_1066,1,0,1,0,0.0,0,0,0,0,0.0,0,0.0,0,2,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,
Griniazw,1,0,1,1,0.0,0,0,0,0,0.0,0,0.0,0,0,34,78,763,1432,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0.0,
Guson653566,1,0,1,0,0.0,0,0,0,0,0.0,0,0.0,0,1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,
HFirstpriest,1,0,1,0,0.0,0,0,0,0,0.0,0,0.0,0,1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,
Iliserp,1,0,1,0,0.0,0,0,0,0,0.0,0,0.0,1,0,418,1283,15843,3808,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0.0,
IoannisAro98223,1,0,1,0,0.0,0,0,0,0,0.0,0,0.0,0,1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,
IriniPapad26550,1,0,1,0,0.0,0,0,0,0,0.0,0,0.0,0,2,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,
Jocoon5,1,0,1,0,0.0,0,0,0,0,0.0,0,0.0,0,1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,
LKleitou,1,0,1,0,0.0,0,0,0,0,0.0,0,0.0,0,0,14872,1836,18073,2793,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0.0,
Lollos1242232,1,0,1,0,0.0,0,0,0,0,0.0,0,0.0,0,1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,
PhunkD14,1,0,1,0,0.0,0,0,0,0,0.0,0,0.0,0,0,239,1012,8763,1245,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0.0,
Pi8kiavlozampis,1,0,1,0,0.0,0,0,0,0,0.0,0,0.0,0,1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,
SZacharos,1,0,1,0,0.0,0,0,0,0,0.0,0,0.0,0,0,10808,1037,9738,6151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0.0,
SpyrosSpyropou7,1,0,1,0,0.0,0,0,0,0,0.0,0,0.0,0,2,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,
StavrosKol9528,1,0,1,0,0.0,0,0,0,0,0.0,0,0.0,0,0,302,128,2724,535,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0.0,
Tasos3025749307,1,0,1,0,0.0,0,0,0,0,0.0,0,0.0,0,1,118,57,5804,1094,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,
TheSurigata,1,0,1,0,0.0,0,0,0,0,0.0,0,0.0,3,0,578,284,23531,1587,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,
TheocharousH,1,0,1,1,0.0,0,0,0,0,0.0,0,0.0,0,1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,
Ti_kanete_re,1,0,1,0,0.0,0,0,0,0,0.0,0,0.0,2,0,1622,1255,18512,5430,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,
XMulwna,1,0,1,0,0.0,0,0,0,0,0.0,0,0.0,0,1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,
XmLdl,1,0,1,0,0.0,0,0,0,0,0.0,0,0.0,0,2,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,
akenaton37,1,0,1,0,0.0,0,0,0,0,0.0,0,0.0,1,0,34,17,4103,2105,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0.0,
antonispoulas,1,0,1,0,0.0,0,0,0,0,0.0,0,0.0,0,1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,
bounty_hunter0x,1,0,1,1,0.0,0,0,0,0,0.0,0,0.0,0,1,73,193,2942,1656,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0.0,
christoskostaki,1,0,1,0,0.0,0,0,0,0,0.0,0,0.0,0,1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,
doumpalis,1,0,1,1,0.0,0,0,0,0,0.0,0,0.0,0,0,266,336,7874,2499,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0.0,
drepanosfyro,1,0,1,0,0.0,0,0,0,0,0.0,0,0.0,0,0,777,378,17095,2928,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0.0,
gabrielubr,1,0,1,0,0.0,0,0,0,0,0.0,0,0.0,0,1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,
giapantaxontros,1,0,1,1,0.0,0,0,0,0,0.0,0,0.0,0,0,250,310,10462,1780,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0.0,
hermesjk,1,0,1,0,0.0,0,0,0,0,0.0,0,0.0,0,1,450,377,11699,6090,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0.0,
iVasilios,1,0,1,0,0.0,0,0,0,0,0.0,0,0.0,0,1,1511,2042,36102,1412,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,
johntsik13,1,0,1,1,0.0,0,0,0,0,0.0,0,0.0,0,0,1124,1628,8356,3008,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0.0,
kaltsib,1,0,1,0,0.0,0,0,0,0,0.0,0,0.0,0,1,390,475,3173,4171,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0.0,
kefalaiouxos,1,0,1,0,0.0,0,0,0,0,0.0,0,0.0,0,0,561,208,20911,2075,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0.0,
kikirik_nik,1,0,1,0,0.0,0,0,0,0,0.0,0,0.0,0,0,3759,110,16469,4346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0.0,
makis585,1,0,1,0,0.0,0,0,0,0,0.0,0,0.0,0,1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,
myga_tse,1,0,1,0,0.0,0,0,0,0,0.0,0,0.0,0,1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,
pJNs4ACgiayAknX,1,0,1,0,0.0,0,0,0,0,0.0,0,0.0,0,0,2158,2290,27511,2537,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0.0,
panagitsma78169,1,0,1,0,0.0,0,0,0,0,0.0,0,0.0,1,0,81,100,5709,826,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0.0,
paoktses,1,0,1,0,0.0,0,0,0,0,0.0,0,0.0,0,0,1287,994,7887,1495,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0.0,
paristzina,1,0,1,0,0.0,0,0,0,0,0.0,0,0.0,0,1,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,
poetic_politica,1,0,1,0,0.0,0,0,0,0,0.0,0,0.0,0,0,4262,4067,94574,5932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,
prng2777,1,0,1,0,0.0,0,0,0,0,0.0,0,0.0,0,0,3272,2177,19173,3227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,
spfotis,1,0,1,0,0.0,0,0,0,0,0.0,0,0.0,0,2,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,
starick878,1,0,1,0,0.0,0,0,0,0,0.0,0,0.0,0,2,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,
tipukitos,1,0,1,0,0.0,0,0,0,0,0.0,0,0.0,3,0,988,905,13421,5568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,
vasgeo310,1,0,1,1,0.0,0,0,0,0,0.0,0,0.0,0,0,584,1893,40099,5848,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,
